arrangement_id,update_datetime,requester_staff_id,wfh_date,wfh_type,current_approval_status,approving_officer,delegate_approving_officer,reason_description,batch_id,latest_log_id,supporting_doc_1,supporting_doc_2,supporting_doc_3,status_reason
489,2025-08-09T13:37:57Z,150615,2024-10-24,AM,CANCELLED,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",5,1,None,None,None,None
490,2025-08-14T11:00:48Z,150423,2024-08-26,FULL,WITHDRAWN,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",66,1,None,None,None,None
491,2025-08-17T04:02:37Z,150166,2024-07-17,FULL,PENDING_APPROVAL,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,7,1,None,None,None,None
492,2025-07-08T19:57:09Z,151503,2024-09-09,AM,PENDING_APPROVAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,64,1,None,None,None,None
493,2025-09-09T05:01:50Z,151541,2024-07-16,FULL,WITHDRAWN,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",98,1,None,None,None,None
494,2025-09-22T03:46:56Z,160142,2024-10-23,AM,CANCELLED,160008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",60,1,None,None,None,None
495,2025-09-21T18:32:37Z,160308,2024-07-28,FULL,PENDING_WITHDRAWAL,160008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",8,1,None,None,None,None
496,2025-11-27T04:26:39Z,151518,2024-08-14,PM,APPROVED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",12,1,None,None,None,None
497,2025-02-14T01:53:05Z,160325,2024-10-06,FULL,WITHDRAWN,160008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",26,1,None,None,None,None
498,2025-04-18T13:25:50Z,180020,2024-07-28,FULL,PENDING_WITHDRAWAL,180001,,"WFH - Taking leave to attend a course, certification, or exam preparation.",32,1,None,None,None,None
499,2025-08-27T14:35:05Z,190076,2024-07-22,AM,REJECTED,150008,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",78,1,None,None,None,None
500,2025-05-28T18:54:50Z,190026,2024-09-22,FULL,APPROVED,150008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",82,1,None,None,None,None
501,2024-12-09T15:38:05Z,151418,2024-10-08,FULL,REJECTED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,20,1,None,None,None,None
502,2025-05-19T01:31:00Z,180029,2024-09-29,FULL,WITHDRAWN,180001,,OOO - Taking a day for self-care or to manage stress and prevent burnout.,76,1,None,None,None,None
503,2025-03-04T08:14:57Z,151506,2024-10-20,PM,CANCELLED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",30,1,None,None,None,None
504,2025-06-23T15:00:38Z,151467,2024-09-29,FULL,REJECTED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,67,1,None,None,None,None
505,2025-09-02T12:02:02Z,210024,2024-07-23,AM,PENDING_WITHDRAWAL,210001,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",90,1,None,None,None,None
506,2025-07-06T07:03:53Z,140888,2024-09-29,PM,APPROVED,140008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,27,1,None,None,None,None
507,2025-06-16T18:23:35Z,140912,2024-08-04,AM,PENDING_APPROVAL,140944,,OOO - Taking a day for self-care or to manage stress and prevent burnout.,72,1,None,None,None,None
508,2025-01-01T11:59:57Z,160302,2024-09-04,FULL,CANCELLED,160008,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",58,1,None,None,None,None
509,2025-08-07T01:00:41Z,140890,2024-08-26,PM,PENDING_WITHDRAWAL,140008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",5,1,None,None,None,None
510,2025-04-06T16:00:19Z,150085,2024-10-13,FULL,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",19,1,None,None,None,None
511,2025-06-08T21:08:42Z,140879,2024-10-22,AM,APPROVED,140001,,OOO - Taking a day for self-care or to manage stress and prevent burnout.,62,1,None,None,None,None
512,2025-09-28T05:13:36Z,180012,2024-10-19,AM,PENDING_APPROVAL,180001,,OOO - Moving to a new home or handling logistics related to a recent move.,45,1,None,None,None,None
513,2025-02-17T13:43:21Z,180030,2024-07-31,PM,REJECTED,180001,,"WFH - Weather disruptions, transportation issues, or emergencies.",71,1,None,None,None,None
514,2025-05-29T01:16:09Z,171047,2024-09-18,AM,WITHDRAWN,171029,,WFH - Celebrating a religious holiday or participating in a faith-based event.,79,1,None,None,None,None
515,2024-11-10T03:55:14Z,190025,2024-09-19,PM,APPROVED,150008,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",16,1,None,None,None,None
516,2025-08-01T05:18:27Z,150075,2024-08-24,PM,WITHDRAWN,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",32,1,None,None,None,None
517,2025-03-30T08:38:45Z,190036,2024-07-31,PM,APPROVED,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",24,1,None,None,None,None
518,2025-06-17T08:31:31Z,190046,2024-08-26,PM,CANCELLED,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,80,1,None,None,None,None
519,2025-10-08T04:53:03Z,190093,2024-08-06,FULL,PENDING_WITHDRAWAL,150008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",80,1,None,None,None,None
520,2025-03-03T17:00:16Z,151590,2024-09-22,FULL,PENDING_WITHDRAWAL,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",74,1,None,None,None,None
521,2025-04-28T16:26:03Z,151596,2024-08-24,AM,REJECTED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,61,1,None,None,None,None
522,2025-03-06T03:11:44Z,151563,2024-07-19,AM,WITHDRAWN,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,18,1,None,None,None,None
523,2025-02-03T00:17:51Z,190096,2024-09-16,PM,APPROVED,150008,,"OOO - Taking care of a family member, elderly care, or childcare issues.",4,1,None,None,None,None
524,2025-11-10T06:59:41Z,151499,2024-09-23,FULL,REJECTED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",27,1,None,None,None,None
525,2025-09-08T04:10:42Z,151469,2024-08-06,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",70,1,None,None,None,None
526,2025-08-27T05:49:00Z,150076,2024-09-23,FULL,WITHDRAWN,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",47,1,None,None,None,None
527,2025-09-08T15:58:46Z,190006,2024-08-22,FULL,REJECTED,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,46,1,None,None,None,None
528,2024-11-29T11:29:24Z,150866,2024-07-24,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",51,1,None,None,None,None
529,2025-02-11T09:34:13Z,150705,2024-10-07,PM,REJECTED,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",32,1,None,None,None,None
530,2025-08-27T18:38:18Z,160145,2024-07-17,AM,PENDING_WITHDRAWAL,160008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",70,1,None,None,None,None
531,2025-07-19T11:53:16Z,151448,2024-08-05,PM,APPROVED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",38,1,None,None,None,None
532,2024-12-22T22:41:38Z,190040,2024-08-18,AM,CANCELLED,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,51,1,None,None,None,None
533,2025-09-17T01:13:17Z,151408,2024-07-27,FULL,APPROVED,130002,,WFH - Celebrating a religious holiday or participating in a faith-based event.,81,1,None,None,None,None
534,2025-11-13T20:15:35Z,140911,2024-08-04,PM,WITHDRAWN,140944,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",53,1,None,None,None,None
535,2025-10-31T19:17:41Z,151472,2024-10-27,AM,APPROVED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",10,1,None,None,None,None
536,2025-10-09T03:29:28Z,150198,2024-08-22,FULL,APPROVED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,75,1,None,None,None,None
537,2024-11-27T13:40:56Z,151452,2024-10-24,PM,APPROVED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",50,1,None,None,None,None
538,2025-08-02T01:45:31Z,151584,2024-08-01,FULL,PENDING_APPROVAL,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,74,1,None,None,None,None
539,2025-08-29T03:19:06Z,171008,2024-09-15,PM,APPROVED,171009,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,65,1,None,None,None,None
540,2024-12-01T20:27:51Z,160296,2024-10-26,FULL,APPROVED,160008,,"OOO - Planned time off to recharge, travel, or enjoy a break.",10,1,None,None,None,None
541,2025-01-10T08:13:15Z,150938,2024-10-06,FULL,APPROVED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",75,1,None,None,None,None
542,2025-06-24T04:15:56Z,150288,2024-08-18,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",8,1,None,None,None,None
543,2025-08-23T19:13:01Z,171018,2024-08-07,AM,CANCELLED,170166,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",5,1,None,None,None,None
544,2025-11-07T19:39:55Z,150445,2024-08-06,FULL,WITHDRAWN,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",65,1,None,None,None,None
545,2025-07-16T15:02:55Z,151428,2024-10-22,PM,APPROVED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,10,1,None,None,None,None
546,2025-10-30T07:42:53Z,151410,2024-07-10,AM,PENDING_APPROVAL,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,79,1,None,None,None,None
547,2025-03-14T04:49:40Z,151447,2024-09-21,PM,REJECTED,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",24,1,None,None,None,None
548,2025-04-13T22:39:33Z,151428,2024-07-30,PM,REJECTED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",37,1,None,None,None,None
549,2024-12-02T23:07:12Z,190003,2024-10-22,AM,PENDING_WITHDRAWAL,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,79,1,None,None,None,None
550,2025-11-05T22:59:26Z,150276,2024-08-31,FULL,REJECTED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",42,1,None,None,None,None
551,2025-06-26T22:52:28Z,151541,2024-08-24,FULL,APPROVED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",63,1,None,None,None,None
552,2025-02-05T18:47:24Z,151559,2024-09-06,FULL,WITHDRAWN,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",49,1,None,None,None,None
553,2025-01-05T14:20:10Z,140925,2024-10-22,PM,APPROVED,140944,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",12,1,None,None,None,None
554,2025-09-07T11:52:42Z,140904,2024-07-21,PM,WITHDRAWN,140944,,WFH - Moving to a new home or handling logistics related to a recent move.,42,1,None,None,None,None
555,2025-07-23T20:13:58Z,151500,2024-07-24,AM,PENDING_APPROVAL,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",60,1,None,None,None,None
556,2024-12-14T01:38:39Z,151408,2024-07-24,PM,PENDING_APPROVAL,130002,,"OOO - Taking care of a family member, elderly care, or childcare issues.",24,1,None,None,None,None
557,2025-07-10T11:59:26Z,160143,2024-09-25,PM,CANCELLED,160008,,"OOO - Weather disruptions, transportation issues, or emergencies.",81,1,None,None,None,None
558,2025-03-05T22:58:46Z,151477,2024-09-30,AM,WITHDRAWN,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",45,1,None,None,None,None
559,2025-06-23T10:21:22Z,151508,2024-08-08,AM,PENDING_APPROVAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,59,1,None,None,None,None
560,2025-07-28T17:04:45Z,171036,2024-09-07,AM,PENDING_APPROVAL,171043,,OOO - Celebrating a religious holiday or participating in a faith-based event.,90,1,None,None,None,None
561,2025-02-11T18:55:32Z,160313,2024-09-29,AM,WITHDRAWN,160008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",26,1,None,None,None,None
562,2025-07-08T00:49:04Z,151448,2024-07-28,PM,PENDING_APPROVAL,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",31,1,None,None,None,None
563,2025-04-16T05:09:36Z,151420,2024-09-17,PM,PENDING_APPROVAL,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",41,1,None,None,None,None
564,2025-08-20T06:17:49Z,151428,2024-10-30,FULL,PENDING_WITHDRAWAL,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,29,1,None,None,None,None
565,2025-04-20T03:18:15Z,151198,2024-08-04,PM,PENDING_APPROVAL,151408,140001,"OOO - Weather disruptions, transportation issues, or emergencies.",69,1,None,None,None,None
566,2025-09-13T10:17:17Z,190067,2024-08-02,FULL,CANCELLED,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,96,1,None,None,None,None
567,2025-08-26T02:21:48Z,190026,2024-10-20,PM,CANCELLED,150008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",37,1,None,None,None,None
568,2025-09-07T22:58:30Z,140881,2024-10-29,FULL,WITHDRAWN,140008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,63,1,None,None,None,None
569,2025-04-18T05:18:30Z,151507,2024-10-23,PM,CANCELLED,151408,140001,"OOO - Weather disruptions, transportation issues, or emergencies.",23,1,None,None,None,None
570,2025-08-14T10:21:30Z,190078,2024-09-03,AM,WITHDRAWN,150008,,"WFH - Weather disruptions, transportation issues, or emergencies.",62,1,None,None,None,None
571,2025-08-04T17:26:54Z,180001,2024-10-03,AM,REJECTED,130002,,"WFH - Planned time off to recharge, travel, or enjoy a break.",47,1,None,None,None,None
572,2024-11-07T22:05:02Z,151466,2024-07-29,PM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",52,1,None,None,None,None
573,2025-10-12T02:05:47Z,190032,2024-07-15,AM,WITHDRAWN,150008,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",35,1,None,None,None,None
574,2025-01-26T06:12:35Z,151600,2024-07-08,FULL,PENDING_APPROVAL,151408,140001,OOO - Taking a day for self-care or to manage stress and prevent burnout.,46,1,None,None,None,None
575,2025-06-07T00:54:03Z,140948,2024-08-09,AM,PENDING_WITHDRAWAL,140879,,WFH - Celebrating a religious holiday or participating in a faith-based event.,54,1,None,None,None,None
576,2025-05-04T20:41:59Z,190076,2024-08-04,FULL,CANCELLED,150008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",21,1,None,None,None,None
577,2025-07-02T18:30:54Z,160323,2024-07-16,PM,PENDING_APPROVAL,160008,,"WFH - Weather disruptions, transportation issues, or emergencies.",99,1,None,None,None,None
578,2024-12-15T18:09:05Z,151536,2024-09-03,FULL,PENDING_WITHDRAWAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,51,1,None,None,None,None
579,2025-02-27T13:05:33Z,150356,2024-08-30,AM,APPROVED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",27,1,None,None,None,None
580,2025-01-31T21:39:32Z,150245,2024-08-23,PM,CANCELLED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",87,1,None,None,None,None
581,2025-06-10T08:27:24Z,180021,2024-08-28,AM,WITHDRAWN,180001,,"WFH - Taking care of a family member, elderly care, or childcare issues.",58,1,None,None,None,None
582,2025-11-10T07:56:54Z,151582,2024-08-29,FULL,APPROVED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,98,1,None,None,None,None
583,2025-05-03T22:14:54Z,150826,2024-08-24,AM,APPROVED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",82,1,None,None,None,None
584,2025-08-25T03:05:45Z,151493,2024-07-28,PM,PENDING_APPROVAL,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",53,1,None,None,None,None
585,2024-12-16T14:59:25Z,151499,2024-10-03,FULL,PENDING_WITHDRAWAL,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",13,1,None,None,None,None
586,2025-06-29T14:44:47Z,171010,2024-10-22,AM,APPROVED,171014,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",58,1,None,None,None,None
587,2024-12-27T20:00:47Z,140937,2024-07-09,PM,WITHDRAWN,140879,,WFH - Moving to a new home or handling logistics related to a recent move.,23,1,None,None,None,None
588,2024-11-24T07:20:12Z,190049,2024-10-01,FULL,CANCELLED,150008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,27,1,None,None,None,None
589,2025-04-16T13:48:54Z,151418,2024-07-17,PM,APPROVED,151408,140001,"OOO - Taking care of a family member, elderly care, or childcare issues.",31,1,None,None,None,None
590,2025-10-15T23:28:23Z,151476,2025-08-19,PM,APPROVED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",48,1,None,None,None,None
591,2025-06-26T22:29:49Z,190074,2025-08-19,PM,PENDING_WITHDRAWAL,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,8,1,None,None,None,None
592,2025-08-22T16:34:18Z,151570,2025-08-19,AM,PENDING_APPROVAL,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,59,1,None,None,None,None
593,2025-11-13T00:39:49Z,180033,2025-08-19,AM,APPROVED,180001,,WFH - Moving to a new home or handling logistics related to a recent move.,60,1,None,None,None,None
594,2025-03-16T17:10:41Z,150398,2025-08-19,FULL,APPROVED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",4,1,None,None,None,None
595,2025-05-21T15:34:23Z,130002,2025-08-19,FULL,PENDING_WITHDRAWAL,130002,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",68,1,None,None,None,None
596,2025-09-23T23:26:53Z,160313,2025-08-19,AM,APPROVED,160008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,60,1,None,None,None,None
597,2024-12-19T07:33:14Z,151198,2025-08-19,PM,APPROVED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",12,1,None,None,None,None
598,2025-01-14T11:35:05Z,140934,2025-08-19,FULL,APPROVED,140879,,WFH - Moving to a new home or handling logistics related to a recent move.,1,1,None,None,None,None
599,2025-10-16T02:48:16Z,151537,2025-08-19,PM,PENDING_APPROVAL,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",28,1,None,None,None,None
600,2025-03-20T17:02:11Z,151590,2025-08-19,FULL,APPROVED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",62,1,None,None,None,None
601,2025-05-21T15:34:23Z,160323,2025-08-19,FULL,CANCELLED,160008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,262,1,None,None,None,None
602,2025-09-23T23:26:53Z,151536,2025-08-19,FULL,APPROVED,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",290,1,None,None,None,None
603,2024-12-19T07:33:14Z,150356,2025-08-19,AM,PENDING_APPROVAL,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",143,1,None,None,None,None
604,2025-01-14T11:35:05Z,150245,2025-08-19,PM,PENDING_WITHDRAWAL,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",134,1,None,None,None,None
605,2025-10-16T02:48:16Z,180021,2025-08-19,FULL,WITHDRAWN,180001,,"WFH - Planned time off to recharge, travel, or enjoy a break.",103,1,None,None,None,None
606,2025-03-20T17:02:11Z,151582,2025-08-19,FULL,WITHDRAWN,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",118,1,None,None,None,None
607,2025-05-21T15:34:23Z,190032,2025-08-19,AM,CANCELLED,150008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,191,1,None,None,None,None
608,2025-09-23T23:26:53Z,150126,2025-08-19,PM,APPROVED,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",299,1,None,None,None,None
609,2024-12-19T07:33:14Z,151608,2025-08-19,FULL,PENDING_APPROVAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,161,1,None,None,None,None
610,2025-01-14T11:35:05Z,160212,2025-08-19,FULL,PENDING_WITHDRAWAL,160008,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",188,1,None,None,None,None
611,2025-10-16T02:48:16Z,151584,2025-08-19,AM,APPROVED,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",239,1,None,None,None,None
612,2025-03-20T17:02:11Z,151547,2025-08-19,PM,APPROVED,151408,140001,"OOO - Planned time off to recharge, travel, or enjoy a break.",202,1,None,None,None,None
613,2025-05-21T15:34:23Z,190025,2025-08-19,FULL,PENDING_WITHDRAWAL,150008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",253,1,None,None,None,None
614,2025-09-23T23:26:53Z,151534,2025-08-19,FULL,CANCELLED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",201,1,None,None,None,None
615,2024-12-19T07:33:14Z,160305,2025-08-19,AM,PENDING_APPROVAL,160008,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",225,1,None,None,None,None
616,2025-01-14T11:35:05Z,151560,2025-08-19,PM,APPROVED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",226,1,None,None,None,None
617,2025-10-16T02:48:16Z,150233,2025-08-19,FULL,WITHDRAWN,151408,140001,"OOO - Weather disruptions, transportation issues, or emergencies.",280,1,None,None,None,None
618,2025-03-20T17:02:11Z,210042,2025-08-19,FULL,PENDING_WITHDRAWAL,210001,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",283,1,None,None,None,None
619,2025-05-21T15:34:23Z,160329,2025-08-19,AM,APPROVED,160008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",187,1,None,None,None,None
620,2025-09-23T23:26:53Z,170233,2025-08-19,PM,APPROVED,171009,,WFH - Moving to a new home or handling logistics related to a recent move.,186,1,None,None,None,None
621,2024-12-19T07:33:14Z,160146,2025-08-19,FULL,WITHDRAWN,160008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",112,1,None,None,None,None
622,2025-01-14T11:35:05Z,180015,2025-08-19,FULL,PENDING_APPROVAL,180001,,WFH - Moving to a new home or handling logistics related to a recent move.,145,1,None,None,None,None
623,2025-10-16T02:48:16Z,140878,2025-08-19,AM,APPROVED,140894,,OOO - Celebrating a religious holiday or participating in a faith-based event.,171,1,None,None,None,None
624,2025-03-20T17:02:11Z,150008,2025-08-19,PM,APPROVED,130002,,"WFH - Taking leave to attend a course, certification, or exam preparation.",197,1,None,None,None,None
625,2025-01-18T22:43:36Z,160287,2024-07-22,AM,APPROVED,160008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,73,1,None,None,None,None
626,2025-01-18T22:43:36Z,160287,2024-07-23,AM,APPROVED,160008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,73,1,None,None,None,None
627,2025-01-18T22:43:36Z,160287,2024-07-24,AM,APPROVED,160008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,73,1,None,None,None,None
